placeholder_curie	category	label	source_columns	occurrences
kgmicrobe.trait:0_35_0_5	biolink:PhenotypicQuality	0.35-0.5	BacDive_Cell_width	3
kgmicrobe.trait:0_38	biolink:PhenotypicQuality	0.38	BacDive_Cell_width	3
kgmicrobe.trait:0_3_1	biolink:PhenotypicQuality	0.3-1	BacDive_Cell_width|BacDive_Colony_size	3
kgmicrobe.trait:0_3_10	biolink:PhenotypicQuality	0.3-10	BacDive_Salt_concentration	3
kgmicrobe.trait:0_3_1_5	biolink:PhenotypicQuality	0.3-1.5	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:0_3_2_0	biolink:PhenotypicQuality	0.3-2.0	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:0_41	biolink:PhenotypicQuality	0.41	BacDive_Cell_width	3
kgmicrobe.trait:0_42	biolink:PhenotypicQuality	0.42	BacDive_Cell_width|BacDive_Temperature_for_growth	3
kgmicrobe.trait:0_425	biolink:PhenotypicQuality	0.425	BacDive_Cell_width	3
kgmicrobe.trait:0_45_0_65	biolink:PhenotypicQuality	0.45-0.65	BacDive_Cell_width	3
kgmicrobe.trait:0_4_1_2	biolink:PhenotypicQuality	0.4-1.2	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:0_4_3_0	biolink:PhenotypicQuality	0.4-3.0	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration	3
kgmicrobe.trait:0_4_4_0	biolink:PhenotypicQuality	0.4-4.0	BacDive_Cell_length	3
kgmicrobe.trait:0_56	biolink:PhenotypicQuality	0.56	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:0_59	biolink:PhenotypicQuality	0.59	BacDive_Cell_width	3
kgmicrobe.trait:0_5_14	biolink:PhenotypicQuality	0.5-14	BacDive_Salt_concentration	3
kgmicrobe.trait:0_5_15_0	biolink:PhenotypicQuality	0.5-15.0	BacDive_Salt_concentration	3
kgmicrobe.trait:0_5_30	biolink:PhenotypicQuality	0.5-30	BacDive_Salt_concentration	3
kgmicrobe.trait:0_5_8_5	biolink:PhenotypicQuality	0.5-8.5	BacDive_Salt_concentration	3
kgmicrobe.trait:0_61	biolink:PhenotypicQuality	0.61	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:0_64	biolink:PhenotypicQuality	0.64	BacDive_Cell_width|BacDive_Salt_concentration	3
kgmicrobe.trait:0_69	biolink:PhenotypicQuality	0.69	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:0_6_1_6	biolink:PhenotypicQuality	0.6-1.6	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	3
kgmicrobe.trait:0_6_2_2	biolink:PhenotypicQuality	0.6-2.2	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	3
kgmicrobe.trait:0_6_5_5	biolink:PhenotypicQuality	0.6-5.5	BacDive_Cell_length	3
kgmicrobe.trait:0_73	biolink:PhenotypicQuality	0.73	BacDive_Cell_width	3
kgmicrobe.trait:0_7_1_6	biolink:PhenotypicQuality	0.7-1.6	BacDive_Cell_length	3
kgmicrobe.trait:0_7_1_9	biolink:PhenotypicQuality	0.7-1.9	BacDive_Cell_length	3
kgmicrobe.trait:0_7_2_5	biolink:PhenotypicQuality	0.7-2.5	BacDive_Cell_length	3
kgmicrobe.trait:0_7_3_0	biolink:PhenotypicQuality	0.7-3.0	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:0_7_4	biolink:PhenotypicQuality	0.7-4	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:0_87	biolink:PhenotypicQuality	0.87	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration	3
kgmicrobe.trait:0_8_2_2	biolink:PhenotypicQuality	0.8-2.2	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:0_8_2_4	biolink:PhenotypicQuality	0.8-2.4	BacDive_Cell_length	3
kgmicrobe.trait:0_9_2_2	biolink:PhenotypicQuality	0.9-2.2	BacDive_Cell_length	3
kgmicrobe.trait:0_9_3_4	biolink:PhenotypicQuality	0.9-3.4	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:10_0_15_0	biolink:PhenotypicQuality	10.0-15.0	BacDive_Salt_concentration	3
kgmicrobe.trait:10_47	biolink:PhenotypicQuality	10-47	BacDive_Temperature_for_growth	3
kgmicrobe.trait:10_48	biolink:PhenotypicQuality	10-48	BacDive_Temperature_for_growth	3
kgmicrobe.trait:10_60	biolink:PhenotypicQuality	10-60	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:11_27	biolink:PhenotypicQuality	11-27	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:11_37	biolink:PhenotypicQuality	11-37	BacDive_Temperature_for_growth	3
kgmicrobe.trait:11_40	biolink:PhenotypicQuality	11-40	BacDive_Temperature_for_growth	3
kgmicrobe.trait:12_30	biolink:PhenotypicQuality	12-30	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:12_50	biolink:PhenotypicQuality	12-50	BacDive_Temperature_for_growth	3
kgmicrobe.trait:13_40	biolink:PhenotypicQuality	13-40	BacDive_Temperature_for_growth	3
kgmicrobe.trait:13_42	biolink:PhenotypicQuality	13-42	BacDive_Temperature_for_growth	3
kgmicrobe.trait:14_40	biolink:PhenotypicQuality	14-40	BacDive_Temperature_for_growth	3
kgmicrobe.trait:15_08_24_94	biolink:PhenotypicQuality	15.08-24.94	BacDive_Salt_concentration	3
kgmicrobe.trait:15_0_43_0	biolink:PhenotypicQuality	15.0-43.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:15_46	biolink:PhenotypicQuality	15-46	BacDive_Temperature_for_growth	3
kgmicrobe.trait:15_47	biolink:PhenotypicQuality	15-47	BacDive_Temperature_for_growth	3
kgmicrobe.trait:15_49	biolink:PhenotypicQuality	15-49	BacDive_Temperature_for_growth	3
kgmicrobe.trait:15_days	biolink:PhenotypicQuality	15 days	BacDive_Incubation_period	3
kgmicrobe.trait:16_33	biolink:PhenotypicQuality	16-33	BacDive_Temperature_for_growth	3
kgmicrobe.trait:16_38	biolink:PhenotypicQuality	16-38	BacDive_Temperature_for_growth	3
kgmicrobe.trait:16_44	biolink:PhenotypicQuality	16-44	BacDive_Temperature_for_growth	3
kgmicrobe.trait:16_50	biolink:PhenotypicQuality	16-50	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:17_33	biolink:PhenotypicQuality	17-33	BacDive_Temperature_for_growth	3
kgmicrobe.trait:18_36	biolink:PhenotypicQuality	18-36	BacDive_Temperature_for_growth	3
kgmicrobe.trait:18_38	biolink:PhenotypicQuality	18-38	BacDive_Temperature_for_growth	3
kgmicrobe.trait:18_48	biolink:PhenotypicQuality	18-48	BacDive_Temperature_for_growth	3
kgmicrobe.trait:1_0_11_0	biolink:PhenotypicQuality	1.0-11.0	BacDive_Salt_concentration	3
kgmicrobe.trait:1_0_22_0	biolink:PhenotypicQuality	1.0-22.0	BacDive_Salt_concentration	3
kgmicrobe.trait:1_0_2_4	biolink:PhenotypicQuality	1.0-2.4	BacDive_Cell_length	3
kgmicrobe.trait:1_0_2_7	biolink:PhenotypicQuality	1.0-2.7	BacDive_Cell_length	3
kgmicrobe.trait:1_0_7_5	biolink:PhenotypicQuality	1.0-7.5	BacDive_Salt_concentration	3
kgmicrobe.trait:1_19	biolink:PhenotypicQuality	1.19	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:1_1_2_6	biolink:PhenotypicQuality	1.1-2.6	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:1_1_5_days	biolink:PhenotypicQuality	1-1.5 days	BacDive_Incubation_period	3
kgmicrobe.trait:1_1_9	biolink:PhenotypicQuality	1-1.9	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	3
kgmicrobe.trait:1_2_2_7	biolink:PhenotypicQuality	1.2-2.7	BacDive_Cell_length	3
kgmicrobe.trait:1_2_4_5	biolink:PhenotypicQuality	1.2-4.5	BacDive_Cell_length	3
kgmicrobe.trait:1_3_2_7	biolink:PhenotypicQuality	1.3-2.7	BacDive_Cell_length	3
kgmicrobe.trait:1_3_3_5	biolink:PhenotypicQuality	1.3-3.5	BacDive_Cell_length	3
kgmicrobe.trait:1_3_4_5	biolink:PhenotypicQuality	1.3-4.5	BacDive_Cell_length	3
kgmicrobe.trait:1_4_1_7	biolink:PhenotypicQuality	1.4-1.7	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:1_4_2	biolink:PhenotypicQuality	1.4-2	BacDive_Cell_length	3
kgmicrobe.trait:1_4_2_5	biolink:PhenotypicQuality	1.4-2.5	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:1_4_2_6	biolink:PhenotypicQuality	1.4-2.6	BacDive_Cell_length	3
kgmicrobe.trait:1_4_2_7	biolink:PhenotypicQuality	1.4-2.7	BacDive_Cell_length	3
kgmicrobe.trait:1_4_3_2	biolink:PhenotypicQuality	1.4-3.2	BacDive_Cell_length	3
kgmicrobe.trait:1_4_3_5	biolink:PhenotypicQuality	1.4-3.5	BacDive_Cell_length	3
kgmicrobe.trait:1_4_4_8	biolink:PhenotypicQuality	1.4-4.8	BacDive_Salt_concentration	3
kgmicrobe.trait:1_5_15	biolink:PhenotypicQuality	1.5-15	BacDive_Cell_length	3
kgmicrobe.trait:1_5_2_4	biolink:PhenotypicQuality	1.5-2.4	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:1_5_3_3	biolink:PhenotypicQuality	1.5-3.3	BacDive_Cell_length	3
kgmicrobe.trait:1_5_3_4	biolink:PhenotypicQuality	1.5-3.4	BacDive_Cell_length	3
kgmicrobe.trait:1_6_1_7	biolink:PhenotypicQuality	1.6-1.7	BacDive_Cell_length	3
kgmicrobe.trait:1_6_2_5	biolink:PhenotypicQuality	1.6-2.5	BacDive_Cell_length	3
kgmicrobe.trait:1_6_2_6	biolink:PhenotypicQuality	1.6-2.6	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:1_6_3_0	biolink:PhenotypicQuality	1.6-3.0	BacDive_Cell_length	3
kgmicrobe.trait:1_6_3_3	biolink:PhenotypicQuality	1.6-3.3	BacDive_Cell_length	3
kgmicrobe.trait:1_6_3_5	biolink:PhenotypicQuality	1.6-3.5	BacDive_Cell_length	3
kgmicrobe.trait:1_7_1_8	biolink:PhenotypicQuality	1.7-1.8	BacDive_Cell_length|BacDive_Cell_width	3
kgmicrobe.trait:1_7_2	biolink:PhenotypicQuality	1-7.2	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:1_7_2_0	biolink:PhenotypicQuality	1.7-2.0	BacDive_Cell_length	3
kgmicrobe.trait:1_7_2_4	biolink:PhenotypicQuality	1.7-2.4	BacDive_Cell_length	3
kgmicrobe.trait:1_7_2_6	biolink:PhenotypicQuality	1.7-2.6	BacDive_Cell_length	3
kgmicrobe.trait:1_7_2_7	biolink:PhenotypicQuality	1.7-2.7	BacDive_Cell_length	3
kgmicrobe.trait:1_7_2_8	biolink:PhenotypicQuality	1.7-2.8	BacDive_Cell_length	3
kgmicrobe.trait:1_7_5_1	biolink:PhenotypicQuality	1.7-5.1	BacDive_Salt_concentration	3
kgmicrobe.trait:1_8_2_4	biolink:PhenotypicQuality	1.8-2.4	BacDive_Cell_length	3
kgmicrobe.trait:1_8_3_5	biolink:PhenotypicQuality	1.8-3.5	BacDive_Cell_length	3
kgmicrobe.trait:1_9_2_8	biolink:PhenotypicQuality	1.9-2.8	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:20_32	biolink:PhenotypicQuality	20-32	BacDive_Temperature_for_growth	3
kgmicrobe.trait:20_36	biolink:PhenotypicQuality	20-36	BacDive_Temperature_for_growth	3
kgmicrobe.trait:20_38	biolink:PhenotypicQuality	20-38	BacDive_Temperature_for_growth	3
kgmicrobe.trait:20_39	biolink:PhenotypicQuality	20-39	BacDive_Temperature_for_growth	3
kgmicrobe.trait:20_41	biolink:PhenotypicQuality	20-41	BacDive_Temperature_for_growth	3
kgmicrobe.trait:20_65	biolink:PhenotypicQuality	20-65	BacDive_Temperature_for_growth	3
kgmicrobe.trait:21_42	biolink:PhenotypicQuality	21-42	BacDive_Temperature_for_growth	3
kgmicrobe.trait:22_36	biolink:PhenotypicQuality	22-36	BacDive_Temperature_for_growth	3
kgmicrobe.trait:22_44	biolink:PhenotypicQuality	22-44	BacDive_Temperature_for_growth	3
kgmicrobe.trait:22_48	biolink:PhenotypicQuality	22-48	BacDive_Temperature_for_growth	3
kgmicrobe.trait:23_0	biolink:PhenotypicQuality	23.0	BacDive_Salt_concentration	3
kgmicrobe.trait:25_0_37_0	biolink:PhenotypicQuality	25.0-37.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:25_46	biolink:PhenotypicQuality	25-46	BacDive_Temperature_for_growth	3
kgmicrobe.trait:25_47	biolink:PhenotypicQuality	25-47	BacDive_Temperature_for_growth	3
kgmicrobe.trait:27_30	biolink:PhenotypicQuality	27-30	BacDive_Temperature_for_growth	3
kgmicrobe.trait:2_0_2_7	biolink:PhenotypicQuality	2.0-2.7	BacDive_Cell_length	3
kgmicrobe.trait:2_0_30_0	biolink:PhenotypicQuality	2.0-30.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:2_0_3_2	biolink:PhenotypicQuality	2.0-3.2	BacDive_Cell_length	3
kgmicrobe.trait:2_0_4_5	biolink:PhenotypicQuality	2.0-4.5	BacDive_Cell_length	3
kgmicrobe.trait:2_11	biolink:PhenotypicQuality	2-11	BacDive_Salt_concentration	3
kgmicrobe.trait:2_1_2_6	biolink:PhenotypicQuality	2.1-2.6	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:2_1_3_0	biolink:PhenotypicQuality	2.1-3.0	BacDive_Cell_length	3
kgmicrobe.trait:2_2_3	biolink:PhenotypicQuality	2-2.3	BacDive_Cell_length	3
kgmicrobe.trait:2_2_3_2	biolink:PhenotypicQuality	2.2-3.2	BacDive_Cell_length	3
kgmicrobe.trait:2_30	biolink:PhenotypicQuality	2-30	BacDive_Cell_length|BacDive_Temperature_for_growth	3
kgmicrobe.trait:2_3_2_5	biolink:PhenotypicQuality	2.3-2.5	BacDive_Cell_length	3
kgmicrobe.trait:2_4_5	biolink:PhenotypicQuality	2.4-5	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:2_5_3_3	biolink:PhenotypicQuality	2.5-3.3	BacDive_Cell_length|BacDive_Colony_size	3
kgmicrobe.trait:2_5_5_5	biolink:PhenotypicQuality	2.5-5.5	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:2_6_3_5	biolink:PhenotypicQuality	2.6-3.5	BacDive_Cell_length	3
kgmicrobe.trait:2_aminopentanoic_acid	biolink:PhenotypicQuality	2-aminopentanoic acid	BacDive_Metabolite_utilization	3
kgmicrobe.trait:2_deoxy_d_ribose	biolink:PhenotypicQuality	2-deoxy-d-ribose	BacDive_Metabolite_utilization	3
kgmicrobe.trait:2_naphthyl_dihydrogen_phosphate	biolink:PhenotypicQuality	2-naphthyl dihydrogen phosphate	BacDive_Metabolite_utilization	3
kgmicrobe.trait:30_43	biolink:PhenotypicQuality	30-43	BacDive_Temperature_for_growth	3
kgmicrobe.trait:30_70	biolink:PhenotypicQuality	30-70	BacDive_Temperature_for_growth	3
kgmicrobe.trait:32_35	biolink:PhenotypicQuality	32-35	BacDive_Temperature_for_growth	3
kgmicrobe.trait:35_55	biolink:PhenotypicQuality	35-55	BacDive_Temperature_for_growth	3
kgmicrobe.trait:36_37	biolink:PhenotypicQuality	36-37	BacDive_Temperature_for_growth	3
kgmicrobe.trait:36_39	biolink:PhenotypicQuality	36-39	BacDive_Temperature_for_growth	3
kgmicrobe.trait:37_0_60_0	biolink:PhenotypicQuality	37.0-60.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:37_68	biolink:PhenotypicQuality	37-68	BacDive_Temperature_for_growth	3
kgmicrobe.trait:38	biolink:PhenotypicQuality	38	BacDive_Temperature_for_growth	3
kgmicrobe.trait:3_0_3_5	biolink:PhenotypicQuality	3.0-3.5	BacDive_Colony_size|BacDive_Salt_concentration|BacDive_pH_for_growth	3
kgmicrobe.trait:3_0_6_8	biolink:PhenotypicQuality	3.0-6.8	BacDive_pH_for_growth	3
kgmicrobe.trait:3_0_7_0	biolink:PhenotypicQuality	3.0-7.0	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:3_0_9_0	biolink:PhenotypicQuality	3.0-9.0	BacDive_pH_for_growth	3
kgmicrobe.trait:3_17	biolink:PhenotypicQuality	3-17	BacDive_Salt_concentration	3
kgmicrobe.trait:3_3	biolink:PhenotypicQuality	3.3	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:3_35	biolink:PhenotypicQuality	3.35	BacDive_Cell_length|BacDive_Temperature_for_growth	3
kgmicrobe.trait:3_45	biolink:PhenotypicQuality	3.45	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:3_55	biolink:PhenotypicQuality	3.55	BacDive_Cell_length	3
kgmicrobe.trait:3_5_10	biolink:PhenotypicQuality	3.5-10	BacDive_pH_for_growth	3
kgmicrobe.trait:3_5_4	biolink:PhenotypicQuality	3.5-4	BacDive_Salt_concentration	3
kgmicrobe.trait:3_5_4_0	biolink:PhenotypicQuality	3.5-4.0	BacDive_Cell_length	3
kgmicrobe.trait:3_5_5_0	biolink:PhenotypicQuality	3.5-5.0	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:3_5_5_5	biolink:PhenotypicQuality	3.5-5.5	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:3_5_7_0	biolink:PhenotypicQuality	3.5-7.0	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:3_65	biolink:PhenotypicQuality	3.65	BacDive_Cell_length	3
kgmicrobe.trait:3_6_4_5	biolink:PhenotypicQuality	3.6-4.5	BacDive_Cell_length	3
kgmicrobe.trait:3_6_5	biolink:PhenotypicQuality	3-6.5	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:40_0	biolink:PhenotypicQuality	40.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:45_50	biolink:PhenotypicQuality	45-50	BacDive_Temperature_for_growth	3
kgmicrobe.trait:45_75	biolink:PhenotypicQuality	45-75	BacDive_Temperature_for_growth	3
kgmicrobe.trait:48	biolink:PhenotypicQuality	48	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_0_32	biolink:PhenotypicQuality	4.0-32	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_0_34_0	biolink:PhenotypicQuality	4.0-34.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_0_35_0	biolink:PhenotypicQuality	4.0-35.0	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_0_48	biolink:PhenotypicQuality	4.0-48	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_0_6_5	biolink:PhenotypicQuality	4.0-6.5	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:4_15	biolink:PhenotypicQuality	4-15	BacDive_Cell_length|BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_20	biolink:PhenotypicQuality	4-20	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_2_10	biolink:PhenotypicQuality	4.2-10	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:4_2_7_5	biolink:PhenotypicQuality	4.2-7.5	BacDive_pH_for_growth	3
kgmicrobe.trait:4_4	biolink:PhenotypicQuality	4.4	BacDive_Cell_length	3
kgmicrobe.trait:4_55	biolink:PhenotypicQuality	4-55	BacDive_Temperature_for_growth	3
kgmicrobe.trait:4_5_6_5	biolink:PhenotypicQuality	4.5-6.5	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:4_7_5	biolink:PhenotypicQuality	4-7.5	BacDive_pH_for_growth	3
kgmicrobe.trait:4_7_days	biolink:PhenotypicQuality	4-7 days	BacDive_Incubation_period	3
kgmicrobe.trait:4_nitrophenyl_alpha_d_galactoside	biolink:PhenotypicQuality	4-nitrophenyl alpha-D-galactoside	BacDive_Metabolite_utilization	3
kgmicrobe.trait:4_nitrophenyl_n_acetyl_beta_d_glucosaminide	biolink:PhenotypicQuality	4-nitrophenyl N-acetyl-beta-D-glucosaminide	BacDive_Metabolite_utilization	3
kgmicrobe.trait:50_73	biolink:PhenotypicQuality	50-73	BacDive_Temperature_for_growth	3
kgmicrobe.trait:50_75	biolink:PhenotypicQuality	50-75	BacDive_Temperature_for_growth	3
kgmicrobe.trait:55_70	biolink:PhenotypicQuality	55-70	BacDive_Temperature_for_growth	3
kgmicrobe.trait:5_0_30	biolink:PhenotypicQuality	5.0-30	BacDive_Temperature_for_growth	3
kgmicrobe.trait:5_0_30_0	biolink:PhenotypicQuality	5.0-30.0	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:5_0_35	biolink:PhenotypicQuality	5.0-35	BacDive_Temperature_for_growth	3
kgmicrobe.trait:5_0_7_4	biolink:PhenotypicQuality	5.0-7.4	BacDive_pH_for_growth	3
kgmicrobe.trait:5_1_9_1	biolink:PhenotypicQuality	5.1-9.1	BacDive_pH_for_growth	3
kgmicrobe.trait:5_2_9_4	biolink:PhenotypicQuality	5.2-9.4	BacDive_pH_for_growth	3
kgmicrobe.trait:5_3	biolink:PhenotypicQuality	5.3	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:5_3_7_8	biolink:PhenotypicQuality	5.3-7.8	BacDive_pH_for_growth	3
kgmicrobe.trait:5_3_9_3	biolink:PhenotypicQuality	5.3-9.3	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:5_5_12	biolink:PhenotypicQuality	5.5-12	BacDive_pH_for_growth	3
kgmicrobe.trait:5_5_12_5	biolink:PhenotypicQuality	5.5-12.5	BacDive_pH_for_growth	3
kgmicrobe.trait:5_5_6_0	biolink:PhenotypicQuality	5.5-6.0	BacDive_Cell_length|BacDive_pH_for_growth	3
kgmicrobe.trait:5_5_6_5	biolink:PhenotypicQuality	5.5-6.5	BacDive_pH_for_growth	3
kgmicrobe.trait:5_8_8_4	biolink:PhenotypicQuality	5.8-8.4	BacDive_pH_for_growth	3
kgmicrobe.trait:5_9_8_8	biolink:PhenotypicQuality	5.9-8.8	BacDive_pH_for_growth	3
kgmicrobe.trait:60_65	biolink:PhenotypicQuality	60-65	BacDive_Temperature_for_growth	3
kgmicrobe.trait:6_0_8_3	biolink:PhenotypicQuality	6.0-8.3	BacDive_pH_for_growth	3
kgmicrobe.trait:6_15	biolink:PhenotypicQuality	6-15	BacDive_Cell_length	3
kgmicrobe.trait:6_1_8_8	biolink:PhenotypicQuality	6.1-8.8	BacDive_pH_for_growth	3
kgmicrobe.trait:6_2_8	biolink:PhenotypicQuality	6.2-8	BacDive_pH_for_growth	3
kgmicrobe.trait:6_2_8_0	biolink:PhenotypicQuality	6.2-8.0	BacDive_pH_for_growth	3
kgmicrobe.trait:6_30	biolink:PhenotypicQuality	6-30	BacDive_Salt_concentration|BacDive_Temperature_for_growth	3
kgmicrobe.trait:6_40	biolink:PhenotypicQuality	6-40	BacDive_Temperature_for_growth	3
kgmicrobe.trait:6_4_8_5	biolink:PhenotypicQuality	6.4-8.5	BacDive_pH_for_growth	3
kgmicrobe.trait:6_6	biolink:PhenotypicQuality	6.6	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:6_6_5	biolink:PhenotypicQuality	6-6.5	BacDive_pH_for_growth	3
kgmicrobe.trait:6_75	biolink:PhenotypicQuality	6.75	BacDive_Cell_length|BacDive_Salt_concentration	3
kgmicrobe.trait:6_7_8_5	biolink:PhenotypicQuality	6.7-8.5	BacDive_pH_for_growth	3
kgmicrobe.trait:7_0_12_0	biolink:PhenotypicQuality	7.0-12.0	BacDive_pH_for_growth	3
kgmicrobe.trait:7_5_10_0	biolink:PhenotypicQuality	7.5-10.0	BacDive_Salt_concentration|BacDive_pH_for_growth	3
kgmicrobe.trait:7_5_11	biolink:PhenotypicQuality	7.5-11	BacDive_pH_for_growth	3
kgmicrobe.trait:7_8_5	biolink:PhenotypicQuality	7-8.5	BacDive_pH_for_growth	3
kgmicrobe.trait:7_9_6	biolink:PhenotypicQuality	7-9.6	BacDive_pH_for_growth	3
kgmicrobe.trait:83	biolink:PhenotypicQuality	83	BacDive_Temperature_for_growth	3
kgmicrobe.trait:8_0_10_5	biolink:PhenotypicQuality	8.0-10.5	BacDive_pH_for_growth	3
kgmicrobe.trait:8_10_5	biolink:PhenotypicQuality	8-10.5	BacDive_pH_for_growth	3
kgmicrobe.trait:8_2_10_2	biolink:PhenotypicQuality	8.2-10.2	BacDive_pH_for_growth	3
kgmicrobe.trait:8_42	biolink:PhenotypicQuality	8-42	BacDive_Temperature_for_growth	3
kgmicrobe.trait:9_86_29_58	biolink:PhenotypicQuality	9.86-29.58	BacDive_Salt_concentration	3
kgmicrobe.trait:alpha_amylase	biolink:PhenotypicQuality	alpha-Amylase	BacDive_Enzyme_activity	3
kgmicrobe.trait:aminoglycoside_antibiotic	biolink:PhenotypicQuality	aminoglycoside antibiotic	BacDive_Antibiotic_sensitivity	3
kgmicrobe.trait:amp	biolink:PhenotypicQuality	amp	BacDive_Metabolite_utilization	3
kgmicrobe.trait:antibiotic_treatment	biolink:PhenotypicQuality	#Antibiotic treatment	BacDive_Isolation_category_3	3
kgmicrobe.trait:aphidicolin	biolink:PhenotypicQuality	aphidicolin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	3
kgmicrobe.trait:bacteriochlorophyll_a	biolink:PhenotypicQuality	bacteriochlorophyll a	BacDive_Metabolite_production	3
kgmicrobe.trait:benzene	biolink:PhenotypicQuality	benzene	BacDive_Metabolite_utilization	3
kgmicrobe.trait:beta_phenylethylamine	biolink:PhenotypicQuality	beta-phenylethylamine	BacDive_Metabolite_production|BacDive_Metabolite_utilization	3
